benchmark_id,query_id,query_text_gold,query_norm,route,resolution_method,resolution_confidence,resolution_note,row_count,canonical_intent,persona_hint,observed_intents,observed_personas,source_files,query_text_pred,predicted_route,raw_predicted_route,confidence,policy_reason,latency_ms,estimated_cost_usd,model,model_status,correct,false_short_circuit
qirv1-0184,6d6a94daa7c4f113,create reach target safety list for psychology in California full ride options,create reach target safety list for psychology in california full ride options,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,career_outcomes,advisor,career_outcomes:1,advisor:1,Data - Shivansh.csv,create reach target safety list for psychology in California full ride options,llm_needed,llm_needed,0.4937470405770091,accepted_model_prediction,4.224855000003913,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0043,14548b70b21a2266,what is the FAFSA and when should we fill it out,what is the fafsa and when should we fill it out,llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,advisory,parent,advisory:1,parent:1,Data - Ridhi.csv,what is the FAFSA and when should we fill it out,medium,medium,0.49087528032076716,accepted_model_prediction,4.038660999995614,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0050,17b220811ffce736,how employers evaluate certificates vs minors,how employers evaluate certificates vs minors,medium,unanimous_observed,1.0,All valid historical route labels agree,1,guidance,advisor,guidance:1,advisor:1,Data - Anika.csv,how employers evaluate certificates vs minors,complex,complex,0.48928556482145874,accepted_model_prediction,4.036958000000368,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0024,0808f3c939926fc3,universities with low textbook costs,universities with low textbook costs,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,highschool_student,attribute_lookup:1,highschool_student:1,Data - Ridhi.csv,universities with low textbook costs,medium,medium,0.4845539917531269,accepted_model_prediction,5.6138980000071115,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0105,8226823fc69fb7a3,schools with strong bioinformatics programs,schools with strong bioinformatics programs,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,highschool_student,attribute_lookup:1,highschool_student:1,Data - Edward.csv,schools with strong bioinformatics programs,medium,short_circuit,0.47914646638646796,short_circuit_safety_escalation,3.9937049999991814,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0296,7309c946b8a02f23,how to implement intrusive advising to support struggling students,how to implement intrusive advising to support struggling students,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,college,attribute_lookup:1,college:1,Data - Edward.csv,how to implement intrusive advising to support struggling students,medium,short_circuit,0.47764482622538235,short_circuit_safety_escalation,4.065530999994849,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0146,06c2eb5e1d296e32,colleges with strong parental communication policies,colleges with strong parental communication policies,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,parent,attribute_lookup:1,parent:1,Data - Edward.csv,colleges with strong parental communication policies,medium,medium,0.46698741051129405,accepted_model_prediction,4.082754999998883,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0200,2bd01ddef65d7857,civil eng infrastructure bill demand spike,civil eng infrastructure bill demand spike,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,government_workforce_analyst,attribute_lookup:1,government_workforce_analyst:1,Data - Nimisha.csv,civil eng infrastructure bill demand spike,medium,short_circuit,0.46454726243729416,short_circuit_safety_escalation,4.099921000005224,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0258,bd9ef4450c043ec9,good schools if i like problem solving more than coding,good schools if i like problem solving more than coding,llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,advisory,high_school_student,advisory:1,high_school_student:1,Data Anthony.csv,good schools if i like problem solving more than coding,complex,complex,0.45389229431667527,accepted_model_prediction,4.176502999996501,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0154,a7983cf31f1794b9,does baylor have good support services for students from low income backgrounds,does baylor have good support services for students from low income backgrounds,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,parent,attribute_lookup:1,parent:1,Data Anthony.csv,does baylor have good support services for students from low income backgrounds,llm_needed,llm_needed,0.4452731674780994,global_low_confidence_escalation,4.103416000006632,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0237,6e0e59a35b18a823,can I take grad-level classes as an undergrad,can i take grad-level classes as an undergrad,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,college_student,attribute_lookup:1,college_student:1,Data - Edward.csv,can I take grad-level classes as an undergrad,llm_needed,short_circuit,0.4417060530806549,global_low_confidence_escalation,4.024479999998221,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0042,6d73544aa022e282,colleges where alumni commonly return to give back to their communities,colleges where alumni commonly return to give back to their communities,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,filtered_search,nonprofit_advisor,filtered_search:1,nonprofit_advisor:1,Data Anthony.csv,colleges where alumni commonly return to give back to their communities,llm_needed,medium,0.44117335241585476,global_low_confidence_escalation,4.115464000008728,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0255,ea7f1ed733357092,campuses with strong diversity in stem,campuses with strong diversity in stem,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,filtered_search,college_b2b,filtered_search:1,college_b2b:1,Data Anthony.csv,campuses with strong diversity in stem,llm_needed,complex,0.43126652635313095,global_low_confidence_escalation,4.027524999997922,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0254,f26951432d626684,Boston University admissions profile average sat and gpa,boston university admissions profile average sat and gpa,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,filtered_search,counselor_teacher,filtered_search:1,counselor_teacher:1,Data - Shivansh.csv,Boston University admissions profile average sat and gpa,llm_needed,complex,0.42161550277941107,global_low_confidence_escalation,4.129315000000133,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0198,7c1632e30a454c99,How can project-based CS labs enhance learning outcomes?,how can project-based cs labs enhance learning outcomes,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,strategy,edtech_founder,strategy:1,edtech_founder:1,Data - Nimisha.csv,How can project-based CS labs enhance learning outcomes?,llm_needed,complex,0.41787024411420265,global_low_confidence_escalation,4.144987000003653,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0137,ca176957f19b74a1,schools with 3D printing labs open to all students,schools with 3d printing labs open to all students,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,college_student,attribute_lookup:1,college_student:1,Data - Edward.csv,schools with 3D printing labs open to all students,llm_needed,llm_needed,0.3980932597150992,global_low_confidence_escalation,4.22259100000133,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0270,f9dc849bed0b1e55,is UT Austin good for cs,is ut austin good for cs,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,high_school_student,attribute_lookup:1,high_school_student:1,Data Anthony.csv,is UT Austin good for cs,llm_needed,llm_needed,0.3891404782399372,global_low_confidence_escalation,3.9589430000006587,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0242,2ebca07aae96a5e2,engineering schools with 4 year graduation guarantee,engineering schools with 4 year graduation guarantee,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,attribute_lookup,parent,attribute_lookup:1,parent:1,Data - Nimisha.csv,engineering schools with 4 year graduation guarantee,llm_needed,medium,0.3886281303777748,global_low_confidence_escalation,4.245565000005058,0.0,calibrated_word_char_shape_linearsvc,real,False,False
qirv1-0139,1cf4facb000234fe,create reach target safety list for economics in California under 30k,create reach target safety list for economics in california under 30k,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,1,multi_constraint,advisor,multi_constraint:1,advisor:1,Data - Shivansh.csv,create reach target safety list for economics in California under 30k,llm_needed,medium,0.3788506448480338,global_low_confidence_escalation,4.0580990000052,0.0,calibrated_word_char_shape_linearsvc,real,False,False
