query_id,query_text,query_norm,resolved_route,resolution_method,resolution_confidence,resolution_note,suggested_route,suggested_confidence,row_count,observed_routes,observed_valid_routes,observed_pipeline_routes,canonical_intent,persona_hint,observed_intents,observed_personas,source_files,source_rows
33bdbb13eba5de92,Boston University non-competitive culture,boston university non-competitive culture,llm_needed,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,llm_needed:1|short_circuit:1,llm_needed:1|short_circuit:1,,campus_life_fit,counselor_teacher,campus_life_fit:2,college_student:1|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:366|Data - Shivansh.csv:1893
5eb67f9f8409b9c3,brown,brown,short_circuit,manual_override,1.0,Exact school lookup,,0.0,16,complex:1|llm_needed:1|short_circuit:14,complex:1|llm_needed:1|short_circuit:14,,exact_lookup,advisor,exact_lookup:16,advisor:5|college_student:2|counselor_teacher:1|high_school_student:3|parent:5,Data - Shivansh.csv,Data - Shivansh.csv:191|Data - Shivansh.csv:423|Data - Shivansh.csv:427|Data - Shivansh.csv:484|Data - Shivansh.csv:540|Data - Shivansh.csv:646|Data - Shivansh.csv:1274|Data - Shivansh.csv:2588|Data - Shivansh.csv:2933|Data - Shivansh.csv:3206|Data - Shivansh.csv:3528|Data - Shivansh.csv:3861|Data - Shivansh.csv:3885|Data - Shivansh.csv:4222|Data - Shivansh.csv:4327|Data - Shivansh.csv:4370
b023b79af85bfcd6,Brown housing guarantee,brown housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.5,2,complex:1|medium:1,complex:1|medium:1,,filtered_search,parent,filtered_search:1|recommendation:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:736|Data - Shivansh.csv:1620
f7b296a0fa98a46d,Caltech admissions profile average sat and gpa,caltech admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,2,complex:1|medium:1,complex:1|medium:1,,multi_constraint,counselor_teacher,admissions_process:1|multi_constraint:1,counselor_teacher:2,Data - Shivansh.csv,Data - Shivansh.csv:233|Data - Shivansh.csv:1588
fd5776946f1fdbe8,Caltech financial aid,caltech financial aid,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,3,medium:2|short_circuit:1,medium:2|short_circuit:1,,attribute_lookup,college_student,attribute_lookup:2|cost_financial_aid:1,college_student:1|counselor_teacher:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:1654|Data - Shivansh.csv:2610|Data - Shivansh.csv:3365
df8f40e9a8ca703c,Caltech housing guarantee,caltech housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.5,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,admissions_process,parent,admissions_process:1|attribute_lookup:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:583|Data - Shivansh.csv:973
579df1f1988556b6,Caltech rankings,caltech rankings,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,medium:2|short_circuit:1,medium:2|short_circuit:1,,attribute_lookup,advisor,attribute_lookup:3,advisor:1|college_student:1|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:1942|Data - Shivansh.csv:3396|Data - Shivansh.csv:4203
d96a08168d04e73a,Caltech scholarships,caltech scholarships,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,complex:1|medium:2,complex:1|medium:2,,cost_financial_aid,college_student,cost_financial_aid:3,college_student:2|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:374|Data - Shivansh.csv:2036|Data - Shivansh.csv:3037
0eadd9e476799266,Carnegie Mellon admissions profile average sat and gpa,carnegie mellon admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.333333,3,complex:1|medium:1|short_circuit:1,complex:1|medium:1|short_circuit:1,,attribute_lookup,counselor_teacher,attribute_lookup:1|b2b_partnership:1|rewrite_needed:1,counselor_teacher:3,Data - Shivansh.csv,Data - Shivansh.csv:235|Data - Shivansh.csv:1236|Data - Shivansh.csv:1263
9dbce4d7ae8d6f56,cheapest data science schools in California,cheapest data science schools in california,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|medium:1,complex:1|medium:1,,cost_financial_aid,high_school_student,cost_financial_aid:2,college_student:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1623|Data - Shivansh.csv:4423
8a29c5363bc3b4ff,cheapest nursing schools near the beach,cheapest nursing schools near the beach,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|medium:1,complex:1|medium:1,,cost_financial_aid,advisor,cost_financial_aid:2,advisor:1|college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:2109|Data - Shivansh.csv:3762
ad2a83ec5ff9166b,colleges in California,colleges in california,medium,manual_override,1.0,Single location filter,,0.0,15,complex:1|llm_needed:1|medium:13,complex:1|llm_needed:1|medium:13,,filtered_search,counselor_teacher,filtered_search:15,advisor:4|college_student:2|counselor_teacher:6|high_school_student:2|parent:1,Data - Shivansh.csv|Data Anthony.csv,Data - Shivansh.csv:199|Data - Shivansh.csv:224|Data - Shivansh.csv:470|Data - Shivansh.csv:1103|Data - Shivansh.csv:1303|Data - Shivansh.csv:1734|Data - Shivansh.csv:2199|Data - Shivansh.csv:2275|Data - Shivansh.csv:2327|Data - Shivansh.csv:2415|Data - Shivansh.csv:2458|Data - Shivansh.csv:3055|Data - Shivansh.csv:3907|Data - Shivansh.csv:4484|Data Anthony.csv:42
7a301c16bc666802,colleges in California full ride options with strong research and internships,colleges in california full ride options with strong research and internships,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|llm_needed:1,complex:1|llm_needed:1,,multi_constraint,high_school_student,multi_constraint:2,counselor_teacher:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:539|Data - Shivansh.csv:828
c1673429b44793fb,colleges in Texas,colleges in texas,medium,manual_override,1.0,Single location filter,,0.0,14,complex:1|medium:13,complex:1|medium:13,medium:1,filtered_search,advisor,filtered_search:14,advisor:6|college_student:4|counselor_teacher:2|parent:2,Data - Anika.csv|Data - Shivansh.csv,Data - Anika.csv:33|Data - Shivansh.csv:598|Data - Shivansh.csv:817|Data - Shivansh.csv:950|Data - Shivansh.csv:1705|Data - Shivansh.csv:2749|Data - Shivansh.csv:2828|Data - Shivansh.csv:2893|Data - Shivansh.csv:3067|Data - Shivansh.csv:3083|Data - Shivansh.csv:3495|Data - Shivansh.csv:4050|Data - Shivansh.csv:4215|Data - Shivansh.csv:4384
eb4cdf040312562a,colleges in warm states,colleges in warm states,medium,manual_override,1.0,Location filter with modest semantic interpretation,,0.0,12,llm_needed:1|medium:11,llm_needed:1|medium:11,,filtered_search,counselor_teacher,filtered_search:12,advisor:2|college_student:1|counselor_teacher:5|high_school_student:1|parent:3,Data - Shivansh.csv,Data - Shivansh.csv:394|Data - Shivansh.csv:759|Data - Shivansh.csv:1132|Data - Shivansh.csv:1730|Data - Shivansh.csv:1803|Data - Shivansh.csv:1921|Data - Shivansh.csv:2633|Data - Shivansh.csv:3275|Data - Shivansh.csv:3347|Data - Shivansh.csv:3673|Data - Shivansh.csv:3953|Data - Shivansh.csv:4314
427e5e467cc1dd28,colleges in warm states under 40k with strong research and internships,colleges in warm states under 40k with strong research and internships,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|llm_needed:1,complex:1|llm_needed:1,,multi_constraint,counselor_teacher,multi_constraint:2,counselor_teacher:2,Data - Shivansh.csv,Data - Shivansh.csv:1052|Data - Shivansh.csv:1443
c4666dc6f957041e,colleges near a major tech hub,colleges near a major tech hub,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,8,medium:7|short_circuit:1,medium:7|short_circuit:1,,filtered_search,advisor,filtered_search:8,advisor:2|college_student:2|counselor_teacher:2|high_school_student:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:91|Data - Shivansh.csv:535|Data - Shivansh.csv:863|Data - Shivansh.csv:1106|Data - Shivansh.csv:1699|Data - Shivansh.csv:1961|Data - Shivansh.csv:2218|Data - Shivansh.csv:2225
44e03c0039684387,colleges near Chicago,colleges near chicago,medium,manual_override,1.0,Location filter,,0.0,12,medium:11|short_circuit:1,medium:11|short_circuit:1,,filtered_search,college_student,filtered_search:12,advisor:1|college_student:5|counselor_teacher:3|high_school_student:1|parent:2,Data - Shivansh.csv,Data - Shivansh.csv:889|Data - Shivansh.csv:1323|Data - Shivansh.csv:1346|Data - Shivansh.csv:1406|Data - Shivansh.csv:2147|Data - Shivansh.csv:2634|Data - Shivansh.csv:3305|Data - Shivansh.csv:3475|Data - Shivansh.csv:3850|Data - Shivansh.csv:3871|Data - Shivansh.csv:3926|Data - Shivansh.csv:4490
9cc2ab3f1fb48cfb,colleges near tech hubs,colleges near tech hubs,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.6,2,complex:1|medium:1,complex:1|medium:1,medium:1,filtered_search,parent,filtered_search:1|multi_constraint:1,high_school_student:1|parent:1,Data - Anika.csv|Data Anthony.csv,Data - Anika.csv:384|Data Anthony.csv:56
92b70590dd52149e,colleges on the East Coast,colleges on the east coast,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,9,complex:1|medium:7|short_circuit:1,complex:1|medium:7|short_circuit:1,,filtered_search,advisor,filtered_search:9,advisor:3|college_student:2|counselor_teacher:2|parent:2,Data - Shivansh.csv,Data - Shivansh.csv:407|Data - Shivansh.csv:1116|Data - Shivansh.csv:1300|Data - Shivansh.csv:1992|Data - Shivansh.csv:2055|Data - Shivansh.csv:2254|Data - Shivansh.csv:2383|Data - Shivansh.csv:2426|Data - Shivansh.csv:2440
d75e74a27c493d49,colleges on the East Coast low tuition with strong research and internships,colleges on the east coast low tuition with strong research and internships,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|medium:1,complex:1|medium:1,,multi_constraint,high_school_student,multi_constraint:2,advisor:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:480|Data - Shivansh.csv:2150
9f3c2d0e99c47e03,colleges where people dont care about football,colleges where people dont care about football,llm_needed,manual_override,1.0,Subjective culture and fit interpretation,,0.0,22,complex:2|llm_needed:20,complex:2|llm_needed:20,,campus_life_fit,counselor_teacher,advisory:1|campus_life_fit:21,advisor:4|college_student:5|counselor_teacher:7|high_school_student:4|parent:2,Data - Shivansh.csv|Data Anthony.csv,Data - Shivansh.csv:81|Data - Shivansh.csv:89|Data - Shivansh.csv:145|Data - Shivansh.csv:170|Data - Shivansh.csv:247|Data - Shivansh.csv:335|Data - Shivansh.csv:363|Data - Shivansh.csv:614|Data - Shivansh.csv:1191|Data - Shivansh.csv:1591|Data - Shivansh.csv:1703|Data - Shivansh.csv:1850|Data - Shivansh.csv:1906|Data - Shivansh.csv:1988|Data - Shivansh.csv:1997|Data - Shivansh.csv:2024|Data - Shivansh.csv:2099|Data - Shivansh.csv:2253|Data - Shivansh.csv:2282|Data - Shivansh.csv:2374|Data - Shivansh.csv:2385|Data Anthony.csv:4
1e103fdeb16ccc3e,Columbia,columbia,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,9,complex:1|short_circuit:8,complex:1|short_circuit:8,,exact_lookup,advisor,exact_lookup:9,advisor:4|college_student:1|counselor_teacher:2|parent:2,Data - Shivansh.csv,Data - Shivansh.csv:250|Data - Shivansh.csv:1471|Data - Shivansh.csv:1878|Data - Shivansh.csv:1972|Data - Shivansh.csv:2768|Data - Shivansh.csv:2986|Data - Shivansh.csv:3426|Data - Shivansh.csv:3561|Data - Shivansh.csv:4057
0568d9250e8800a0,Columbia admissions profile average sat and gpa,columbia admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.5,2,complex:1|medium:1,complex:1|medium:1,,b2b_partnership,counselor_teacher,b2b_partnership:1|recommendation:1,counselor_teacher:2,Data - Shivansh.csv,Data - Shivansh.csv:1632|Data - Shivansh.csv:1688
2349bba2c14c6dac,Columbia but cheaper,columbia but cheaper,complex,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,3,complex:2|short_circuit:1,complex:2|short_circuit:1,,rewrite_needed,parent,rewrite_needed:3,college_student:1|counselor_teacher:1|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:1940|Data - Shivansh.csv:3468|Data - Shivansh.csv:4487
e6cbc2831b0b5fad,Columbia financial aid for out of state,columbia financial aid for out of state,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,4,medium:3|short_circuit:1,medium:3|short_circuit:1,,cost_financial_aid,counselor_teacher,cost_financial_aid:4,counselor_teacher:3|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:328|Data - Shivansh.csv:1080|Data - Shivansh.csv:2040|Data - Shivansh.csv:2180
e320ed6db43c3d7d,Cornell,cornell,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,10,medium:1|short_circuit:9,medium:1|short_circuit:9,short_circuit:1,exact_lookup,counselor_teacher,exact_lookup:10,advisor:1|college_student:3|counselor_teacher:4|parent:2,Data - Anika.csv|Data - Shivansh.csv,Data - Anika.csv:12|Data - Shivansh.csv:14|Data - Shivansh.csv:321|Data - Shivansh.csv:618|Data - Shivansh.csv:823|Data - Shivansh.csv:2369|Data - Shivansh.csv:2607|Data - Shivansh.csv:3022|Data - Shivansh.csv:3796|Data - Shivansh.csv:4062
20f9499580a4ec4a,Cornell housing guarantee,cornell housing guarantee,medium,strong_observed_majority,0.75,Observed route majority 3/4,,0.0,4,llm_needed:1|medium:3,llm_needed:1|medium:3,,admissions_process,parent,admissions_process:2|campus_life_fit:1|filtered_search:1,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:740|Data - Shivansh.csv:1502|Data - Shivansh.csv:2262|Data - Shivansh.csv:2487
dc361283185847e6,create reach target safety list for neuroscience near Chicago full ride options,create reach target safety list for neuroscience near chicago full ride options,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,complex:1|llm_needed:1,complex:1|llm_needed:1,,campus_life_fit,advisor,campus_life_fit:1|rewrite_needed:1,advisor:2,Data - Shivansh.csv,Data - Shivansh.csv:521|Data - Shivansh.csv:2320
e56e4304a3f84572,create reach target safety list for philosophy near Chicago full ride options,create reach target safety list for philosophy near chicago full ride options,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,2,complex:1|short_circuit:1,complex:1|short_circuit:1,,recommendation,advisor,exact_lookup:1|recommendation:1,advisor:2,Data - Shivansh.csv,Data - Shivansh.csv:1081|Data - Shivansh.csv:1898
b511efb0af24c9b2,do i need sat for Carnegie Mellon,do i need sat for carnegie mellon,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,4,llm_needed:1|medium:3,llm_needed:1|medium:3,,admissions_process,counselor_teacher,admissions_process:4,advisor:1|counselor_teacher:2|parent:1,Data - Shivansh.csv,Data - Shivansh.csv:143|Data - Shivansh.csv:201|Data - Shivansh.csv:1077|Data - Shivansh.csv:2805
752d274d06bdde58,do i need sat for Princeton,do i need sat for princeton,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,admissions_process,advisor,admissions_process:2,advisor:1|counselor_teacher:1,Data - Shivansh.csv,Data - Shivansh.csv:1901|Data - Shivansh.csv:4159
0c8d03d9e3264dc1,do i need sat for Rice University,do i need sat for rice university,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,complex:2|medium:3,complex:2|medium:3,,admissions_process,high_school_student,admissions_process:5,advisor:1|college_student:2|high_school_student:2,Data - Shivansh.csv,Data - Shivansh.csv:461|Data - Shivansh.csv:640|Data - Shivansh.csv:1049|Data - Shivansh.csv:2869|Data - Shivansh.csv:3774
2f089077071f5be0,do i need sat for UC San Diego,do i need sat for uc san diego,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,5,complex:1|medium:4,complex:1|medium:4,,admissions_process,college_student,admissions_process:5,advisor:1|college_student:2|parent:2,Data - Shivansh.csv,Data - Shivansh.csv:1175|Data - Shivansh.csv:1408|Data - Shivansh.csv:2649|Data - Shivansh.csv:2699|Data - Shivansh.csv:3668
e61d29925c0f74ce,do i need sat for Vanderbilt,do i need sat for vanderbilt,medium,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,admissions_process,high_school_student,admissions_process:2,counselor_teacher:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:213|Data - Shivansh.csv:1635
e0e3a4029d4bcd83,does Duke have psychology,does duke have psychology,short_circuit,intent_policy,0.98,Recognized intents consistently map to one frozen V1 route,,0.0,2,complex:1|medium:1,complex:1|medium:1,,attribute_lookup,college_student,attribute_lookup:2,advisor:1|college_student:1,Data - Shivansh.csv,Data - Shivansh.csv:1453|Data - Shivansh.csv:3399
