query_id,query_text,query_norm,resolved_route,resolution_method,resolution_confidence,resolution_note,suggested_route,suggested_confidence,row_count,observed_routes,observed_valid_routes,observed_pipeline_routes,canonical_intent,persona_hint,observed_intents,observed_personas,source_files,source_rows,review_route,reviewer,review_notes
79949a5c679fb1b8,Duke admissions profile average sat and gpa,duke admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,2,llm_needed:1|short_circuit:1,llm_needed:1|short_circuit:1,,recommendation,counselor_teacher,exact_lookup:1|recommendation:1,counselor_teacher:2,Data - Shivansh.csv,Data - Shivansh.csv:957|Data - Shivansh.csv:1321,,,
fab35bd36da502da,eng shortage 2035 region,eng shortage 2035 region,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:427,,,
b5db16c5567f9d59,four year cost of Carnegie Mellon including housing,four year cost of carnegie mellon including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.333333,3,llm_needed:1|medium:1|short_circuit:1,llm_needed:1|medium:1|short_circuit:1,,multi_constraint,parent,attribute_lookup:1|career_outcomes:1|multi_constraint:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:372|Data - Shivansh.csv:579|Data - Shivansh.csv:1764,,,
493cd56579566398,four year cost of Duke including housing,four year cost of duke including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,complex:1|llm_needed:1,complex:1|llm_needed:1,,campus_life_fit,parent,campus_life_fit:1|recommendation:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:268|Data - Shivansh.csv:1555,,,
2945a2062918b4cf,four year cost of Harvard including housing,four year cost of harvard including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,attribute_lookup,parent,attribute_lookup:1|cost_financial_aid:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:537|Data - Shivansh.csv:1171,,,
aac9d8f2f48e1c58,four year cost of Stanford including housing,four year cost of stanford including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,llm_needed:1|medium:1,llm_needed:1|medium:1,,campus_life_fit,parent,b2b_partnership:1|campus_life_fit:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:731|Data - Shivansh.csv:1982,,,
74170f3043ae8e98,four year cost of UC Berkeley including housing,four year cost of uc berkeley including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,4,complex:2|llm_needed:1|short_circuit:1,complex:2|llm_needed:1|short_circuit:1,,multi_constraint,parent,campus_life_fit:1|exact_lookup:1|multi_constraint:1|rewrite_needed:1,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:84|Data - Shivansh.csv:765|Data - Shivansh.csv:1970|Data - Shivansh.csv:2380,,,
d7b7a6bb0a4c4ad8,four year cost of UC Irvine including housing,four year cost of uc irvine including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,2,complex:1|short_circuit:1,complex:1|short_circuit:1,,multi_constraint,parent,filtered_search:1|multi_constraint:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:554|Data - Shivansh.csv:1711,,,
395fc1b9fdd4c572,four year cost of UCLA including housing,four year cost of ucla including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,2,complex:1|medium:1,complex:1|medium:1,,rewrite_needed,parent,cost_financial_aid:1|rewrite_needed:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:257|Data - Shivansh.csv:1068,,,
d364ebd3b71ad571,four year cost of University of Florida including housing,four year cost of university of florida including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.5,2,complex:1|medium:1,complex:1|medium:1,,b2b_partnership,parent,b2b_partnership:1|recommendation:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:281|Data - Shivansh.csv:1100,,,
4868038c253cb27e,four year cost of University of Maryland including housing,four year cost of university of maryland including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.333333,3,complex:1|medium:1|short_circuit:1,complex:1|medium:1|short_circuit:1,,b2b_partnership,parent,attribute_lookup:1|b2b_partnership:1|recommendation:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:282|Data - Shivansh.csv:545|Data - Shivansh.csv:1567,,,
6ab96bb3b718cf3b,four year cost of University of Wisconsin including housing,four year cost of university of wisconsin including housing,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.333333,3,llm_needed:1|medium:1|short_circuit:1,llm_needed:1|medium:1|short_circuit:1,,admissions_process,parent,admissions_process:1|attribute_lookup:1|campus_life_fit:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:359|Data - Shivansh.csv:832|Data - Shivansh.csv:1332,,,
6fc88b2b5eb51b46,Georgia Tech admissions profile average sat and gpa,georgia tech admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.25,4,complex:1|llm_needed:1|medium:1|short_circuit:1,complex:1|llm_needed:1|medium:1|short_circuit:1,,b2b_partnership,counselor_teacher,b2b_partnership:1|campus_life_fit:1|comparison:1|exact_lookup:1,counselor_teacher:4,Data - Shivansh.csv,Data - Shivansh.csv:604|Data - Shivansh.csv:1130|Data - Shivansh.csv:1145|Data - Shivansh.csv:1262,,,
3162ae8a9d3c894f,Georgia Tech housing guarantee,georgia tech housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.375,4,complex:1|llm_needed:1|medium:1|short_circuit:1,complex:1|llm_needed:1|medium:1|short_circuit:1,,admissions_process,parent,admissions_process:2|comparison:1|exact_lookup:1,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:475|Data - Shivansh.csv:608|Data - Shivansh.csv:916|Data - Shivansh.csv:1248,,,
cdae540549cd506b,gov analyst AI grads shortage,gov analyst ai grads shortage,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:551,,,
59532831b1cbd7c2,gov analyst civil eng infra jobs,gov analyst civil eng infra jobs,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:511,,,
04ba2ebc49ea9615,gov analyst civil infra bill 2030,gov analyst civil infra bill 2030,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:481,,,
906ac5c3c8779b76,gov analyst cs grad shortage,gov analyst cs grad shortage,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:441,,,
edc7c566894074c7,gov analyst cs shortage midwest,gov analyst cs shortage midwest,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:471,,,
2ea9ecea199712f8,gov analyst data sci oversupply,gov analyst data sci oversupply,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:521,,,
b234c908234920d4,gov analyst eng jobs gap,gov analyst eng jobs gap,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:461,,,
de7376d1e5db7520,gov analyst eng shortage region,gov analyst eng shortage region,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:531,,,
4a46d6887391bfb1,how to advise students who want to work abroad after graduation,how to advise students who want to work abroad after graduation,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.25,2,complex:1|medium:1,complex:1|medium:1,,attribute_lookup,advisor,advisory:1|attribute_lookup:1,advisor:2,Data - Edward.csv|Data - Ridhi.csv,Data - Edward.csv:1630|Data - Ridhi.csv:904,,,
7343209aae89b2ff,MIT admissions profile average sat and gpa,mit admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.666667,3,complex:2|short_circuit:1,complex:2|short_circuit:1,,attribute_lookup,counselor_teacher,attribute_lookup:1|comparison:1|rewrite_needed:1,counselor_teacher:3,Data - Shivansh.csv,Data - Shivansh.csv:341|Data - Shivansh.csv:1032|Data - Shivansh.csv:1659,,,
ff27d36d86256166,NYU housing guarantee,nyu housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.666667,3,llm_needed:1|medium:2,llm_needed:1|medium:2,,admissions_process,parent,admissions_process:1|b2b_partnership:1|campus_life_fit:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:267|Data - Shivansh.csv:2341|Data - Shivansh.csv:2370,,,
1384f241d7a11133,regional eng grad shortage 2035,regional eng grad shortage 2035,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",,0.0,1,high:1,,,forecast,government_workforce_analyst,forecast:1,government_workforce_analyst:1,Data - Nimisha.csv,Data - Nimisha.csv:397,,,
0b4ec33bab58e1e9,Rice University admissions profile average sat and gpa,rice university admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.6,5,complex:1|medium:3|short_circuit:1,complex:1|medium:3|short_circuit:1,,multi_constraint,counselor_teacher,b2b_partnership:1|cost_financial_aid:1|exact_lookup:1|filtered_search:1|multi_constraint:1,counselor_teacher:5,Data - Shivansh.csv,Data - Shivansh.csv:88|Data - Shivansh.csv:128|Data - Shivansh.csv:625|Data - Shivansh.csv:1076|Data - Shivansh.csv:1760,,,
89df52e938368c1b,Rice University housing guarantee,rice university housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.375,4,complex:1|medium:1|short_circuit:2,complex:1|medium:1|short_circuit:2,,admissions_process,parent,admissions_process:1|attribute_lookup:1|cost_financial_aid:1|rewrite_needed:1,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:1042|Data - Shivansh.csv:1436|Data - Shivansh.csv:2284|Data - Shivansh.csv:2494,,,
a0fe90e6451e756e,schools with strong honors programs,schools with strong honors programs,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,llm_needed:1|medium:1,llm_needed:1|medium:1,,campus_life_fit,college_student,campus_life_fit:1|filtered_search:1,college_student:1|counselor:1,Data - Anika.csv|Data Anthony.csv,Data - Anika.csv:500|Data Anthony.csv:344,,,
845269fd08ec9571,UC Berkeley admissions profile average sat and gpa,uc berkeley admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,2,complex:1|short_circuit:1,complex:1|short_circuit:1,,attribute_lookup,counselor_teacher,attribute_lookup:1|comparison:1,counselor_teacher:2,Data - Shivansh.csv,Data - Shivansh.csv:211|Data - Shivansh.csv:1614,,,
f0279241475dd4bf,UC Irvine housing guarantee,uc irvine housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,4,complex:2|llm_needed:1|short_circuit:1,complex:2|llm_needed:1|short_circuit:1,,exact_lookup,parent,comparison:2|exact_lookup:2,parent:4,Data - Shivansh.csv,Data - Shivansh.csv:487|Data - Shivansh.csv:970|Data - Shivansh.csv:1344|Data - Shivansh.csv:1886,,,
17ee16c31bea6389,UC Irvine scholarships,uc irvine scholarships,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.5,3,llm_needed:1|medium:1|short_circuit:1,llm_needed:1|medium:1|short_circuit:1,,cost_financial_aid,college_student,attribute_lookup:1|cost_financial_aid:2,college_student:1|counselor_teacher:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:15|Data - Shivansh.csv:1329|Data - Shivansh.csv:1400,,,
9dea39c519dbd296,UCLA housing guarantee,ucla housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.666667,3,medium:1|short_circuit:2,medium:1|short_circuit:2,,attribute_lookup,parent,admissions_process:1|attribute_lookup:2,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:2181|Data - Shivansh.csv:2252|Data - Shivansh.csv:2473,,,
6d56ddd0819ae9b2,University of Florida housing guarantee,university of florida housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.555556,4,complex:1|medium:1|short_circuit:2,complex:1|medium:1|short_circuit:2,short_circuit:1,attribute_lookup,parent,attribute_lookup:2|career_outcomes:1|comparison:1,parent:4,Data - Anika.csv|Data - Shivansh.csv,Data - Anika.csv:23|Data - Shivansh.csv:27|Data - Shivansh.csv:2173|Data - Shivansh.csv:2382,,,
4466b2500cf1e588,University of Michigan admissions profile average sat and gpa,university of michigan admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,2,complex:1|short_circuit:1,complex:1|short_circuit:1,,attribute_lookup,counselor_teacher,attribute_lookup:1|rewrite_needed:1,counselor_teacher:2,Data - Shivansh.csv,Data - Shivansh.csv:1184|Data - Shivansh.csv:2110,,,
364021165819c103,University of Michigan housing guarantee,university of michigan housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,complex:1|llm_needed:1,complex:1|llm_needed:1,,campus_life_fit,parent,campus_life_fit:1|recommendation:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:933|Data - Shivansh.csv:1363,,,
100274eab9119919,University of Washington admissions profile average sat and gpa,university of washington admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.666667,3,complex:2|medium:1,complex:2|medium:1,,admissions_process,counselor_teacher,admissions_process:1|comparison:1|recommendation:1,counselor_teacher:3,Data - Shivansh.csv,Data - Shivansh.csv:44|Data - Shivansh.csv:1369|Data - Shivansh.csv:1389,,,
a492fcb9f3f5bd63,University of Washington housing guarantee,university of washington housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",complex,0.5,2,complex:1|medium:1,complex:1|medium:1,,multi_constraint,parent,admissions_process:1|multi_constraint:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:1117|Data - Shivansh.csv:1193,,,
67c6f10137695270,University of Wisconsin admissions profile average sat and gpa,university of wisconsin admissions profile average sat and gpa,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.5,4,complex:1|medium:2|short_circuit:1,complex:1|medium:2|short_circuit:1,,b2b_partnership,counselor_teacher,attribute_lookup:1|b2b_partnership:1|cost_financial_aid:1|rewrite_needed:1,counselor_teacher:4,Data - Shivansh.csv,Data - Shivansh.csv:923|Data - Shivansh.csv:1148|Data - Shivansh.csv:1327|Data - Shivansh.csv:2067,,,
24e0422647a0ef5d,USC housing guarantee,usc housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",short_circuit,0.5,2,medium:1|short_circuit:1,medium:1|short_circuit:1,,exact_lookup,parent,cost_financial_aid:1|exact_lookup:1,parent:2,Data - Shivansh.csv,Data - Shivansh.csv:164|Data - Shivansh.csv:1904,,,
fd3c21bec1d5ad03,Vanderbilt housing guarantee,vanderbilt housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.666667,3,medium:2|short_circuit:1,medium:2|short_circuit:1,,admissions_process,parent,admissions_process:1|career_outcomes:1|exact_lookup:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:222|Data - Shivansh.csv:1026|Data - Shivansh.csv:1136,,,
aa774a10b6da3309,Virginia Tech financial aid,virginia tech financial aid,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.666667,3,medium:2|short_circuit:1,medium:2|short_circuit:1,,cost_financial_aid,high_school_student,attribute_lookup:1|cost_financial_aid:2,advisor:1|counselor_teacher:1|high_school_student:1,Data - Shivansh.csv,Data - Shivansh.csv:481|Data - Shivansh.csv:3939|Data - Shivansh.csv:4287,,,
2ac9e3a656b7b1c5,Virginia Tech housing guarantee,virginia tech housing guarantee,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",medium,0.666667,3,llm_needed:1|medium:2,llm_needed:1|medium:2,,campus_life_fit,parent,campus_life_fit:1|career_outcomes:1|cost_financial_aid:1,parent:3,Data - Shivansh.csv,Data - Shivansh.csv:1512|Data - Shivansh.csv:1601|Data - Shivansh.csv:2236,,,
324a1121d2179f32,what is demonstrated interest and does it matter,what is demonstrated interest and does it matter,,manual_review,0.0,"Evidence was tied, weak, missing, or internally inconsistent",llm_needed,0.5,2,llm_needed:1|medium:1,llm_needed:1|medium:1,,attribute_lookup,highschool_student,advisory:1|attribute_lookup:1,high_school_student:1|highschool_student:1,Data - Edward.csv|Data Anthony.csv,Data - Edward.csv:527|Data Anthony.csv:996,,,
